"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Fruit","Category","Item","Metric","Domain","Domain Category","Value","CV (%)"
"CENSUS",2021,"YEAR",NA,"STATE","RHODE ISLAND","44",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","RHODE ISLAND","44",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH CAROLINA","45",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","SOUTH DAKOTA","46",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","TENNESSEE","47",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","33","43.3"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","480,304","49.7"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31","38.8"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","480,304","49.7"
"CENSUS",2021,"YEAR",NA,"STATE","VERMONT","50",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,202","39.1"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","41.1"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,579","53.4"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","870,017","54.0"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,579","53.4"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","49","25.1"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","863,231","53.8"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,499","54.0"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","73.0"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,786","93.9"
"CENSUS",2021,"YEAR",NA,"STATE","WASHINGTON","53",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","80","82.3"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WEST VIRGINIA","54",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","73.6"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,120","76.4"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","31.3"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,120","76.4"
"CENSUS",2021,"YEAR",NA,"STATE","WISCONSIN","55",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","426","82.8"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,158","22.4"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","580","2.7"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","580","2.7"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,461,988","28.5"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","320,793,584","30.4"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,461,266","28.5"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","568","2.8"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","294,996,931","33.0"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,250,324","31.8"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","34.8"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25,796,653","67.1"
"CENSUS",2019,"YEAR",NA,"NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","210,942","48.8"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
