Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Fruit,Category,Item,Metric,Domain,Domain Category,Value,CV (%),use,name,code,Value_numeric,CV_numeric
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",4.8,NA,FUNGICIDE,AZOXYSTROBIN,128810,4.8,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",(D),NA,FUNGICIDE,BACILLUS SUBTILIS,6479,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",8,NA,FUNGICIDE,CAPTAN,81301,8,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",(D),NA,FUNGICIDE,COPPER CHLORIDE HYD.,23501,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",(D),NA,FUNGICIDE,COPPER HYDROXIDE,23401,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",(D),NA,FUNGICIDE,CYFLUFENAMID,555550,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",2.1,NA,FUNGICIDE,CYPRODINIL,288202,2.1,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),NA,FUNGICIDE,DIFENOCONAZOLE,128847,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)",(D),NA,FUNGICIDE,DODINE,44301,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",(D),NA,FUNGICIDE,FENHEXAMID,90209,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",2.1,NA,FUNGICIDE,FLUDIOXONIL,71503,2.1,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)",(D),NA,FUNGICIDE,FLUTOLANIL,128975,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),NA,FUNGICIDE,FLUXAPYROXAD,138009,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",(D),NA,FUNGICIDE,FOSETYL-AL,123301,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",(D),NA,FUNGICIDE,ISOFETAMID,270000,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",(D),NA,FUNGICIDE,MEFENOXAM,113502,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",(D),NA,FUNGICIDE,MONO-POTASSIUM SALT,76416,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",(D),NA,FUNGICIDE,MYCLOBUTANIL,128857,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",(D),NA,FUNGICIDE,PENTHIOPYRAD,90112,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),NA,FUNGICIDE,PYRACLOSTROBIN,99100,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",(D),NA,FUNGICIDE,PYRIMETHANIL,288201,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",(D),NA,FUNGICIDE,SULFUR,77501,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),NA,FUNGICIDE,TETRACONAZOLE,120603,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",3.6,NA,FUNGICIDE,THIOPHANATE-METHYL,102001,3.6,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",5,NA,FUNGICIDE,THIRAM,79801,5,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",(D),NA,FUNGICIDE,TRIFLUMIZOLE,128879,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",(D),NA,HERBICIDE,"2,4-D, DIMETH. SALT",30019,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, TRIISO. SALT = 30035)",(D),NA,HERBICIDE,"2,4-D, TRIISO. SALT",30035,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",(D),NA,HERBICIDE,GLYPHOSATE ISO. SALT,103601,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",(D),NA,HERBICIDE,GLYPHOSATE POT. SALT,103613,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",(D),NA,HERBICIDE,PARAQUAT,61601,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",4.1,NA,INSECTICIDE,ABAMECTIN,122804,4.1,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",1.3,NA,INSECTICIDE,ACETAMIPRID,99050,1.3,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",4.7,NA,INSECTICIDE,BIFENAZATE,586,4.7,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",1.5,NA,INSECTICIDE,BIFENTHRIN,128825,1.5,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",(D),NA,INSECTICIDE,BT KURSTAKI ABTS-351,6522,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",1.2,NA,INSECTICIDE,CHLORANTRANILIPROLE,90100,1.2,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",(D),NA,INSECTICIDE,CYANTRANILIPROLE,90098,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",(D),NA,INSECTICIDE,CYFLUMETOFEN,138831,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYPERMETHRIN = 109702)",(D),NA,INSECTICIDE,CYPERMETHRIN,109702,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",(D),NA,INSECTICIDE,FENPYROXIMATE,129131,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",(D),NA,INSECTICIDE,HEXYTHIAZOX,128849,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",(D),NA,INSECTICIDE,IMIDACLOPRID,129099,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",(D),NA,INSECTICIDE,MALATHION,57701,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",(D),NA,INSECTICIDE,METHOXYFENOZIDE,121027,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",(D),NA,INSECTICIDE,NALED,34401,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",3.2,NA,INSECTICIDE,NOVALURON,124002,3.2,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",1.8,NA,INSECTICIDE,SPINETORAM,110007,1.8,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",(D),NA,INSECTICIDE,SPIROMESIFEN,24875,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1.8,NA,INSECTICIDE,THIAMETHOXAM,60109,1.8,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",(D),NA,OTHER,ACIBENZOLAR-S-METHYL,61402,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)",(D),NA,OTHER,ALKYL. DIM. BENZ. AM,69105,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",(D),NA,OTHER,CHLOROPICRIN,81501,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)",(D),NA,OTHER,DECYLDIMETHYLOCTYL,69165,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",(D),NA,OTHER,DICHLOROPROPENE,29001,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)",(D),NA,OTHER,DIDECYL DIM. AMMON.,69166,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)",(D),NA,OTHER,DIMETHYLDIOCTYL,69149,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",(D),NA,OTHER,FLUTRIAFOL,128940,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA,OTHER,HYDROGEN PEROXIDE,595,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA,OTHER,PEROXYACETIC ACID,63201,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA,OTHER,REYNOUTRIA SACHALINE,55809,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,FERTILIZER,FERTILIZER: (NITROGEN),28.7,NA,NA,NA,NA,28.7,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,FERTILIZER,FERTILIZER: (PHOSPHATE),18.6,NA,NA,NA,NA,18.6,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,FERTILIZER,FERTILIZER: (POTASH),25.2,NA,NA,NA,NA,25.2,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - APPLICATIONS,MEASURED IN NUMBER,AVG,FERTILIZER,FERTILIZER: (SULFUR),(D),NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",29,NA,FUNGICIDE,AZOXYSTROBIN,128810,29,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",(D),NA,FUNGICIDE,BACILLUS SUBTILIS,6479,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",88,NA,FUNGICIDE,CAPTAN,81301,88,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",(D),NA,FUNGICIDE,COPPER CHLORIDE HYD.,23501,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",(D),NA,FUNGICIDE,COPPER HYDROXIDE,23401,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",(D),NA,FUNGICIDE,CYFLUFENAMID,555550,NA,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",64,NA,FUNGICIDE,CYPRODINIL,288202,64,NA
SURVEY,2019,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES,BEARING - TREATED,MEASURED IN PCT OF AREA BEARING,AVG,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),NA,FUNGICIDE,DIFENOCONAZOLE,128847,NA,NA
